dataset,region,category,met,n,weight_nominal:sumw,weight_nominal:sumw2
ZJetsToNuNu_HT-200To400,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[200.0, 300.0)",19409,3205.766814068869,562.9971870494034
ZJetsToNuNu_HT-200To400,6,3.01,"[300.0, 400.0)",1942,294.59939083042406,47.79952525855393
ZJetsToNuNu_HT-200To400,6,3.01,"[400.0, 500.0)",16,2.1968132076771707,0.31735081861101566
ZJetsToNuNu_HT-200To400,6,3.01,"[500.0, 600.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[600.0, 700.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[700.0, 800.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[800.0, 900.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[200.0, 300.0)",1576,0.6129333970631898,0.00025214145663143004
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[300.0, 400.0)",1382,0.5168713082695888,0.0002074661328289061
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[400.0, 500.0)",891,0.31595634471317996,0.00012120337313020708
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[500.0, 600.0)",577,0.19881649528994444,7.269240755015838e-05
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[600.0, 700.0)",417,0.13264439657676422,4.5272579964291635e-05
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[700.0, 800.0)",287,0.08265278146415012,2.585560276687654e-05
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[800.0, 900.0)",166,0.0450067434764647,1.3150652353953394e-05
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[900.0, 1000.0)",124,0.031064255249782933,8.35312217648565e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1000.0, 1100.0)",86,0.0205583784022343,5.242339161076839e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1100.0, 1200.0)",76,0.017463748987512358,4.3813270934720445e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1200.0, 1300.0)",70,0.016234008654058482,4.0078357978460785e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1300.0, 1400.0)",34,0.007373786575595991,1.7278715053864025e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1400.0, 1500.0)",20,0.004453616911829339,1.0448621658226725e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1500.0, 1600.0)",19,0.004735035782147738,1.2073947533654333e-06
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1600.0, 1700.0)",9,0.0019178624956425032,4.5706236970677796e-07
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1700.0, 1800.0)",10,0.002201776463958206,5.394272992767227e-07
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1800.0, 1900.0)",12,0.003073588191299722,8.235382742021972e-07
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1900.0, 2000.0)",8,0.0019282803958642764,4.667087574510963e-07
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[2000.0, inf)",20,0.00453463319130891,1.0845358085899841e-06
ZJetsToNuNu_HT-400To600,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[200.0, 300.0)",31603,1805.613726398749,110.3969485684187
ZJetsToNuNu_HT-400To600,6,3.01,"[300.0, 400.0)",17388,841.879051984902,44.20487125208982
ZJetsToNuNu_HT-400To600,6,3.01,"[400.0, 500.0)",4415,185.20807289031524,8.307059380868962
ZJetsToNuNu_HT-400To600,6,3.01,"[500.0, 600.0)",509,20.08231311691294,0.8639119687992678
ZJetsToNuNu_HT-400To600,6,3.01,"[600.0, 700.0)",14,0.5728352402717402,0.023638482784814965
ZJetsToNuNu_HT-400To600,6,3.01,"[700.0, 800.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[800.0, 900.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[200.0, 300.0)",17824,366.82418590087013,8.099330122526823
ZJetsToNuNu_HT-600To800,6,3.01,"[300.0, 400.0)",11712,214.27230535157665,4.208314737407957
ZJetsToNuNu_HT-600To800,6,3.01,"[400.0, 500.0)",6674,114.94600273730738,2.1285287220369096
ZJetsToNuNu_HT-600To800,6,3.01,"[500.0, 600.0)",3697,58.684012325060685,0.9999820007922723
ZJetsToNuNu_HT-600To800,6,3.01,"[600.0, 700.0)",1196,16.610995270209354,0.24913815095572622
ZJetsToNuNu_HT-600To800,6,3.01,"[700.0, 800.0)",181,2.419234858258576,0.03458896557453814
ZJetsToNuNu_HT-600To800,6,3.01,"[800.0, 900.0)",5,0.06218725524169029,0.0008411734876029878
ZJetsToNuNu_HT-600To800,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[200.0, 300.0)",6529,149.59391674359728,3.663233250927983
ZJetsToNuNu_HT-800To1200,6,3.01,"[300.0, 400.0)",4665,97.01736861072426,2.1786185699610208
ZJetsToNuNu_HT-800To1200,6,3.01,"[400.0, 500.0)",2672,51.133811321189,1.048376378489049
ZJetsToNuNu_HT-800To1200,6,3.01,"[500.0, 600.0)",1675,29.65140123807849,0.5582070916405627
ZJetsToNuNu_HT-800To1200,6,3.01,"[600.0, 700.0)",1012,16.142448924531653,0.27995423206445846
ZJetsToNuNu_HT-800To1200,6,3.01,"[700.0, 800.0)",642,9.63042620702584,0.15795273678793995
ZJetsToNuNu_HT-800To1200,6,3.01,"[800.0, 900.0)",310,4.250012256603271,0.06429889301799076
ZJetsToNuNu_HT-800To1200,6,3.01,"[900.0, 1000.0)",126,1.666986902240614,0.023605262945493546
ZJetsToNuNu_HT-800To1200,6,3.01,"[1000.0, 1100.0)",36,0.47266730942555785,0.006302242999811943
ZJetsToNuNu_HT-800To1200,6,3.01,"[1100.0, 1200.0)",8,0.08036730162670457,0.0009889143967076648
ZJetsToNuNu_HT-800To1200,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1400.0, 1500.0)",1,0.0038084294584849543,1.4504134940256008e-05
ZJetsToNuNu_HT-800To1200,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[2000.0, inf)",0,,
VBF125,6,3.01,"[-inf, 200.0)",0,,
VBF125,6,3.01,"[200.0, 300.0)",15,20.6299008889738,30.378577869235084
VBF125,6,3.01,"[300.0, 400.0)",5,7.0963158826501855,10.147342230094516
VBF125,6,3.01,"[400.0, 500.0)",2,1.5465426971866436,2.0720411591601615
VBF125,6,3.01,"[500.0, 600.0)",0,,
VBF125,6,3.01,"[600.0, 700.0)",0,,
VBF125,6,3.01,"[700.0, 800.0)",0,,
VBF125,6,3.01,"[800.0, 900.0)",0,,
VBF125,6,3.01,"[900.0, 1000.0)",0,,
VBF125,6,3.01,"[1000.0, 1100.0)",0,,
VBF125,6,3.01,"[1100.0, 1200.0)",0,,
VBF125,6,3.01,"[1200.0, 1300.0)",0,,
VBF125,6,3.01,"[1300.0, 1400.0)",0,,
VBF125,6,3.01,"[1400.0, 1500.0)",0,,
VBF125,6,3.01,"[1500.0, 1600.0)",0,,
VBF125,6,3.01,"[1600.0, 1700.0)",0,,
VBF125,6,3.01,"[1700.0, 1800.0)",0,,
VBF125,6,3.01,"[1800.0, 1900.0)",0,,
VBF125,6,3.01,"[1900.0, 2000.0)",0,,
VBF125,6,3.01,"[2000.0, inf)",0,,
WminusH125,6,3.01,"[-inf, 200.0)",0,,
WminusH125,6,3.01,"[200.0, 300.0)",91,2.158978986324429,0.05499667720321112
WminusH125,6,3.01,"[300.0, 400.0)",30,0.6672271242208069,0.016122605271602593
WminusH125,6,3.01,"[400.0, 500.0)",13,0.31118526648012645,0.007770979611044499
WminusH125,6,3.01,"[500.0, 600.0)",9,0.22629563832688127,0.0057956438981603435
WminusH125,6,3.01,"[600.0, 700.0)",2,0.05070175688599507,0.0012882982378650484
WminusH125,6,3.01,"[700.0, 800.0)",0,,
WminusH125,6,3.01,"[800.0, 900.0)",0,,
WminusH125,6,3.01,"[900.0, 1000.0)",0,,
WminusH125,6,3.01,"[1000.0, 1100.0)",0,,
WminusH125,6,3.01,"[1100.0, 1200.0)",0,,
WminusH125,6,3.01,"[1200.0, 1300.0)",0,,
WminusH125,6,3.01,"[1300.0, 1400.0)",0,,
WminusH125,6,3.01,"[1400.0, 1500.0)",0,,
WminusH125,6,3.01,"[1500.0, 1600.0)",0,,
WminusH125,6,3.01,"[1600.0, 1700.0)",0,,
WminusH125,6,3.01,"[1700.0, 1800.0)",0,,
WminusH125,6,3.01,"[1800.0, 1900.0)",0,,
WminusH125,6,3.01,"[1900.0, 2000.0)",0,,
WminusH125,6,3.01,"[2000.0, inf)",0,,
WplusH125,6,3.01,"[-inf, 200.0)",0,,
WplusH125,6,3.01,"[200.0, 300.0)",101,3.551768067843357,0.1338495413890736
WplusH125,6,3.01,"[300.0, 400.0)",48,1.6732031868322654,0.0631962887089358
WplusH125,6,3.01,"[400.0, 500.0)",21,0.7915483055187013,0.029979879188532444
WplusH125,6,3.01,"[500.0, 600.0)",4,0.08715680985074296,0.002961560969197915
WplusH125,6,3.01,"[600.0, 700.0)",9,0.276929833883755,0.010142256718967657
WplusH125,6,3.01,"[700.0, 800.0)",3,0.1175241133888648,0.004621119122396234
WplusH125,6,3.01,"[800.0, 900.0)",1,0.04168949559084122,0.001738014042618769
WplusH125,6,3.01,"[900.0, 1000.0)",0,,
WplusH125,6,3.01,"[1000.0, 1100.0)",0,,
WplusH125,6,3.01,"[1100.0, 1200.0)",0,,
WplusH125,6,3.01,"[1200.0, 1300.0)",0,,
WplusH125,6,3.01,"[1300.0, 1400.0)",0,,
WplusH125,6,3.01,"[1400.0, 1500.0)",0,,
WplusH125,6,3.01,"[1500.0, 1600.0)",0,,
WplusH125,6,3.01,"[1600.0, 1700.0)",0,,
WplusH125,6,3.01,"[1700.0, 1800.0)",0,,
WplusH125,6,3.01,"[1800.0, 1900.0)",0,,
WplusH125,6,3.01,"[1900.0, 2000.0)",0,,
WplusH125,6,3.01,"[2000.0, inf)",0,,
ZH125,6,3.01,"[-inf, 200.0)",0,,
ZH125,6,3.01,"[200.0, 300.0)",83,2.699570338757218,0.09668056530944427
ZH125,6,3.01,"[300.0, 400.0)",45,1.5966977929063424,0.05816894384107282
ZH125,6,3.01,"[400.0, 500.0)",22,0.7413444216876645,0.026719030631241508
ZH125,6,3.01,"[500.0, 600.0)",10,0.36216719481598153,0.013126289517853863
ZH125,6,3.01,"[600.0, 700.0)",2,0.0760719084584616,0.0029114686673004098
ZH125,6,3.01,"[700.0, 800.0)",1,0.037185320063257234,0.0013827480282068802
ZH125,6,3.01,"[800.0, 900.0)",1,0.03605931682687625,0.0013002743300210406
ZH125,6,3.01,"[900.0, 1000.0)",0,,
ZH125,6,3.01,"[1000.0, 1100.0)",0,,
ZH125,6,3.01,"[1100.0, 1200.0)",0,,
ZH125,6,3.01,"[1200.0, 1300.0)",0,,
ZH125,6,3.01,"[1300.0, 1400.0)",0,,
ZH125,6,3.01,"[1400.0, 1500.0)",0,,
ZH125,6,3.01,"[1500.0, 1600.0)",0,,
ZH125,6,3.01,"[1600.0, 1700.0)",0,,
ZH125,6,3.01,"[1700.0, 1800.0)",0,,
ZH125,6,3.01,"[1800.0, 1900.0)",0,,
ZH125,6,3.01,"[1900.0, 2000.0)",0,,
ZH125,6,3.01,"[2000.0, inf)",0,,
ggZH_ZToQQ_125,6,3.01,"[-inf, 200.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[200.0, 300.0)",49,0.7481549083241622,0.011975164113655441
ggZH_ZToQQ_125,6,3.01,"[300.0, 400.0)",10,0.1284604475365727,0.0019489947830955356
ggZH_ZToQQ_125,6,3.01,"[400.0, 500.0)",5,0.06693084527800912,0.0009461681863566778
ggZH_ZToQQ_125,6,3.01,"[500.0, 600.0)",3,0.03924897351634911,0.000560512328327057
ggZH_ZToQQ_125,6,3.01,"[600.0, 700.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[700.0, 800.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[800.0, 900.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[900.0, 1000.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1000.0, 1100.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1100.0, 1200.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1200.0, 1300.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1300.0, 1400.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1400.0, 1500.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1500.0, 1600.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1600.0, 1700.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1700.0, 1800.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1800.0, 1900.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[1900.0, 2000.0)",0,,
ggZH_ZToQQ_125,6,3.01,"[2000.0, inf)",0,,
ggF125,6,3.01,"[-inf, 200.0)",0,,
ggF125,6,3.01,"[200.0, 300.0)",8241,92.74956589276803,1.1092142405084189
ggF125,6,3.01,"[300.0, 400.0)",3428,38.640296852338686,0.4611810141524399
ggF125,6,3.01,"[400.0, 500.0)",1073,11.786977133004921,0.1402144836594913
ggF125,6,3.01,"[500.0, 600.0)",406,4.607342288893518,0.05496335562591361
ggF125,6,3.01,"[600.0, 700.0)",153,1.740043167529466,0.020925204258798555
ggF125,6,3.01,"[700.0, 800.0)",64,0.7177036969039048,0.008630060428415453
ggF125,6,3.01,"[800.0, 900.0)",29,0.31019172652004134,0.0036902840811088473
ggF125,6,3.01,"[900.0, 1000.0)",15,0.18412265321256943,0.002267100695177727
ggF125,6,3.01,"[1000.0, 1100.0)",7,0.08864007947672745,0.001125891729783025
ggF125,6,3.01,"[1100.0, 1200.0)",1,0.011193462772745981,0.00012529360884485017
ggF125,6,3.01,"[1200.0, 1300.0)",2,0.023945275972793497,0.00028669495580893676
ggF125,6,3.01,"[1300.0, 1400.0)",0,,
ggF125,6,3.01,"[1400.0, 1500.0)",0,,
ggF125,6,3.01,"[1500.0, 1600.0)",0,,
ggF125,6,3.01,"[1600.0, 1700.0)",0,,
ggF125,6,3.01,"[1700.0, 1800.0)",0,,
ggF125,6,3.01,"[1800.0, 1900.0)",0,,
ggF125,6,3.01,"[1900.0, 2000.0)",1,0.013514783287230683,0.00018264936730080984
ggF125,6,3.01,"[2000.0, inf)",0,,
ttH125,6,3.01,"[-inf, 200.0)",0,,
ttH125,6,3.01,"[200.0, 300.0)",130,0.381431125330081,0.0013423688087418064
ttH125,6,3.01,"[300.0, 400.0)",84,0.2390481515920942,0.0008810640742975449
ttH125,6,3.01,"[400.0, 500.0)",24,0.07970678581903262,0.0002696450201384559
ttH125,6,3.01,"[500.0, 600.0)",13,0.034996573574643156,0.0001363417824020887
ttH125,6,3.01,"[600.0, 700.0)",3,0.007920214818687482,2.651478473280296e-05
ttH125,6,3.01,"[700.0, 800.0)",6,0.003686243143250306,6.56469125646653e-05
ttH125,6,3.01,"[800.0, 900.0)",0,,
ttH125,6,3.01,"[900.0, 1000.0)",1,0.003445113393870882,1.1868806296628545e-05
ttH125,6,3.01,"[1000.0, 1100.0)",0,,
ttH125,6,3.01,"[1100.0, 1200.0)",0,,
ttH125,6,3.01,"[1200.0, 1300.0)",0,,
ttH125,6,3.01,"[1300.0, 1400.0)",0,,
ttH125,6,3.01,"[1400.0, 1500.0)",0,,
ttH125,6,3.01,"[1500.0, 1600.0)",0,,
ttH125,6,3.01,"[1600.0, 1700.0)",0,,
ttH125,6,3.01,"[1700.0, 1800.0)",0,,
ttH125,6,3.01,"[1800.0, 1900.0)",0,,
ttH125,6,3.01,"[1900.0, 2000.0)",0,,
ttH125,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016B,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016B,6,3.01,"[200.0, 300.0)",263,,
SingleElectron_Run2016B,6,3.01,"[300.0, 400.0)",73,,
SingleElectron_Run2016B,6,3.01,"[400.0, 500.0)",27,,
SingleElectron_Run2016B,6,3.01,"[500.0, 600.0)",7,,
SingleElectron_Run2016B,6,3.01,"[600.0, 700.0)",4,,
SingleElectron_Run2016B,6,3.01,"[700.0, 800.0)",1,,
SingleElectron_Run2016B,6,3.01,"[800.0, 900.0)",0,,
SingleElectron_Run2016B,6,3.01,"[900.0, 1000.0)",1,,
SingleElectron_Run2016B,6,3.01,"[1000.0, 1100.0)",1,,
SingleElectron_Run2016B,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2016B,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016B,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016C,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016C,6,3.01,"[200.0, 300.0)",124,,
SingleElectron_Run2016C,6,3.01,"[300.0, 400.0)",36,,
SingleElectron_Run2016C,6,3.01,"[400.0, 500.0)",13,,
SingleElectron_Run2016C,6,3.01,"[500.0, 600.0)",1,,
SingleElectron_Run2016C,6,3.01,"[600.0, 700.0)",0,,
SingleElectron_Run2016C,6,3.01,"[700.0, 800.0)",1,,
SingleElectron_Run2016C,6,3.01,"[800.0, 900.0)",0,,
SingleElectron_Run2016C,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2016C,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016C,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016D,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016D,6,3.01,"[200.0, 300.0)",189,,
SingleElectron_Run2016D,6,3.01,"[300.0, 400.0)",56,,
SingleElectron_Run2016D,6,3.01,"[400.0, 500.0)",14,,
SingleElectron_Run2016D,6,3.01,"[500.0, 600.0)",8,,
SingleElectron_Run2016D,6,3.01,"[600.0, 700.0)",0,,
SingleElectron_Run2016D,6,3.01,"[700.0, 800.0)",0,,
SingleElectron_Run2016D,6,3.01,"[800.0, 900.0)",0,,
SingleElectron_Run2016D,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2016D,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016D,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016E,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016E,6,3.01,"[200.0, 300.0)",178,,
SingleElectron_Run2016E,6,3.01,"[300.0, 400.0)",50,,
SingleElectron_Run2016E,6,3.01,"[400.0, 500.0)",17,,
SingleElectron_Run2016E,6,3.01,"[500.0, 600.0)",5,,
SingleElectron_Run2016E,6,3.01,"[600.0, 700.0)",5,,
SingleElectron_Run2016E,6,3.01,"[700.0, 800.0)",2,,
SingleElectron_Run2016E,6,3.01,"[800.0, 900.0)",0,,
SingleElectron_Run2016E,6,3.01,"[900.0, 1000.0)",1,,
SingleElectron_Run2016E,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2016E,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016E,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016F,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016F,6,3.01,"[200.0, 300.0)",110,,
SingleElectron_Run2016F,6,3.01,"[300.0, 400.0)",29,,
SingleElectron_Run2016F,6,3.01,"[400.0, 500.0)",8,,
SingleElectron_Run2016F,6,3.01,"[500.0, 600.0)",3,,
SingleElectron_Run2016F,6,3.01,"[600.0, 700.0)",1,,
SingleElectron_Run2016F,6,3.01,"[700.0, 800.0)",1,,
SingleElectron_Run2016F,6,3.01,"[800.0, 900.0)",0,,
SingleElectron_Run2016F,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1500.0, 1600.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1600.0, 1700.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1700.0, 1800.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1800.0, 1900.0)",0,,
SingleElectron_Run2016F,6,3.01,"[1900.0, 2000.0)",0,,
SingleElectron_Run2016F,6,3.01,"[2000.0, inf)",0,,
SingleElectron_Run2016G,6,3.01,"[-inf, 200.0)",0,,
SingleElectron_Run2016G,6,3.01,"[200.0, 300.0)",243,,
SingleElectron_Run2016G,6,3.01,"[300.0, 400.0)",79,,
SingleElectron_Run2016G,6,3.01,"[400.0, 500.0)",22,,
SingleElectron_Run2016G,6,3.01,"[500.0, 600.0)",7,,
SingleElectron_Run2016G,6,3.01,"[600.0, 700.0)",3,,
SingleElectron_Run2016G,6,3.01,"[700.0, 800.0)",2,,
SingleElectron_Run2016G,6,3.01,"[800.0, 900.0)",1,,
SingleElectron_Run2016G,6,3.01,"[900.0, 1000.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1000.0, 1100.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1100.0, 1200.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1200.0, 1300.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1300.0, 1400.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1400.0, 1500.0)",0,,
SingleElectron_Run2016G,6,3.01,"[1500.0, 1600.0)",0,,
