dataset,photon_pt,photon_sieie,n,weight_nominal:sumw,weight_nominal:sumw2
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.009000000000000001, 0.01)",100465,0.93342062473683429,8.091903242846607e-05
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.01, 0.011)",3111,0.031463772427593767,2.5029164704981774e-06
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.011, 0.012)",101,0.00089665757922359143,8.1292363577193586e-08
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.012, 0.013000000000000001)",28,0.00056371399978036177,2.3626698737152783e-08
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.013000000000000001, 0.014)",4,0.00012450753837020372,3.8942928917304884e-09
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.014, 0.015)",3,4.8005931647167343e-05,2.123249232756666e-09
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.015, 0.016)",2,3.2844841886003374e-05,1.0787836385165617e-09
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.001, 0.002)",1,2.9479385005293495e-05,8.6903414029032301e-10
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.002, 0.003)",2,-1.7768548037492594e-05,9.3702544982769933e-10
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.003, 0.004)",5,1.59829002059779e-05,3.0862079042561912e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.004, 0.005)",5,3.1039933747488467e-05,4.4821888233763919e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.005, 0.006)",9,9.8329620047259711e-05,7.7668065335905495e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.006, 0.007)",30,0.00015649799495859434,2.5916269812323663e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.007, 0.008)",298,0.0010002298251235407,2.3801605817705001e-07
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.008, 0.009000000000000001)",7800,0.043787261633020602,6.2149882230409303e-06
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.009000000000000001, 0.01)",18411,0.10393875414851142,1.4655540174617678e-05
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.01, 0.011)",537,0.0036941293816126048,4.3398482559941372e-07
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.011, 0.012)",15,0.00014033475637425624,1.4338727051604777e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.012, 0.013000000000000001)",12,0.00015223925864013603,8.1128375777104512e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.013000000000000001, 0.014)",8,8.3037014354566795e-05,5.9523782992872838e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.014, 0.015)",3,2.3122379574718431e-07,1.681508036193019e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.015, 0.016)",2,3.3169107316772846e-05,1.0785012305091084e-09
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.003, 0.004)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.004, 0.005)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.006, 0.007)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.007, 0.008)",5,0.00013288643424303346,3.8349093635142644e-09
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.008, 0.009000000000000001)",175,0.0013383457393190449,1.4083819217367983e-07
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.009000000000000001, 0.01)",373,0.0022517058389044126,2.9354972507332726e-07
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.01, 0.011)",7,7.9014539815356233e-05,5.8680503307399534e-09
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.011, 0.012)",1,-2.7971266626974954e-05,7.8239175671732289e-10
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.012, 0.013000000000000001)",3,6.171715193727814e-05,1.8222676196991076e-09
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.013000000000000001, 0.014)",3,9.2425846145045018e-05,2.8483542595689917e-09
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.003, 0.004)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.004, 0.005)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.006, 0.007)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.007, 0.008)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.008, 0.009000000000000001)",1,2.9457138151716506e-05,8.6772298808931211e-10
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.009000000000000001, 0.01)",2,-6.2563316867989601e-05,1.9592363381265474e-09
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.01, 0.011)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.011, 0.012)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.016, 0.017)",1,2.0326889836175747e-07,4.131824504120249e-14
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.003, 0.004)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.004, 0.005)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.006, 0.007)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.007, 0.008)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.008, 0.009000000000000001)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.009000000000000001, 0.01)",1,-2.9211669213678087e-05,8.5332161824934811e-10
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.01, 0.011)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.011, 0.012)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.0, 0.001)",24,1.2629186268018114e-05,2.317138386363996e-10
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.001, 0.002)",46,7.3043275519509183e-05,4.609626812676827e-10
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.002, 0.003)",80,6.9709012871128513e-05,8.1563811436182992e-10
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.003, 0.004)",108,0.00013314390468754619,1.0542218677859237e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.004, 0.005)",148,0.00018369712289594589,1.4919933392585979e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.005, 0.006)",209,0.0001331050889460652,1.9734215480556194e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.006, 0.007)",688,0.00067884752333977148,6.5001079404718066e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.007, 0.008)",8914,0.0084507468075899934,8.6235348486448874e-08
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.008, 0.009000000000000001)",163855,0.1521659070531198,1.5774445934481268e-06
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.009000000000000001, 0.01)",331088,0.30452195398764009,3.1835469861757272e-06
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.01, 0.011)",10294,0.0096024626008910045,9.8993909302036471e-08
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.011, 0.012)",384,0.00053766308834469502,3.699929550680911e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.012, 0.013000000000000001)",68,0.00012736507543732668,6.2761822780815348e-10
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.013000000000000001, 0.014)",7,1.0387630538561706e-05,6.2800883792409175e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.014, 0.015)",6,3.6674232222504079e-06,5.259289952930379e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.015, 0.016)",2,5.7407263852690552e-08,2.1321305527932117e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.016, 0.017)",5,1.605934848874035e-05,5.1754718744612011e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.017, 0.018000000000000002)",3,4.228636487979195e-06,1.139884793816409e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.018000000000000002, 0.019)",4,6.5100973404969812e-06,4.2750252762245872e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.019, 0.02)",1,3.0207786042212796e-06,9.1251033757210623e-12
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.0, 0.001)",90,0.00014684312781016535,8.243255359320318e-10
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.001, 0.002)",125,0.00030863748762474934,1.2263641427555803e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.002, 0.003)",234,0.00047144651858197308,2.2657091571297205e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.003, 0.004)",363,0.00080604177463714985,3.4848307030179967e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.004, 0.005)",509,0.00084038428146566871,4.9377779146878479e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.005, 0.006)",792,0.0015322053342601784,7.6180128668120182e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.006, 0.007)",2030,0.0037274444865497873,1.9502623968011071e-08
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.007, 0.008)",28700,0.052547827406965203,2.7630595911690783e-07
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.008, 0.009000000000000001)",618512,1.1569267467314472,5.9725539471057064e-06
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.009000000000000001, 0.01)",1307964,2.4520847620223134,1.2615552458170496e-05
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.01, 0.011)",39493,0.073858059776402141,3.800201855083407e-07
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.011, 0.012)",1150,0.00199918182418288,1.1013138851713086e-08
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.012, 0.013000000000000001)",179,0.00029421902243255372,1.6949816654148827e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.013000000000000001, 0.014)",13,1.9566402330038563e-05,1.0512346702286858e-10
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.014, 0.015)",7,2.3656101089763957e-06,4.0243258883132448e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.015, 0.016)",5,1.2745550804271131e-05,3.900949847976452e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.016, 0.017)",6,1.1001150482613743e-05,3.3306993172878255e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.017, 0.018000000000000002)",4,1.0856541571980491e-06,3.5143455968607648e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.018000000000000002, 0.019)",3,6.8008573558575895e-06,2.3194706320311735e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.019, 0.02)",1,2.9266995973866667e-07,8.5655705333432769e-14
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.0, 0.001)",67,0.0001276170523113355,6.5370076372555262e-10
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.001, 0.002)",82,0.00016563485285243443,8.3544805076793747e-10
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.002, 0.003)",166,0.00024355796113317238,1.5419557179969218e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.003, 0.004)",308,0.00062335435190133241,2.8919537211263004e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.004, 0.005)",427,0.0007182147679999578,4.0557904215973452e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.005, 0.006)",586,0.0011095369685329317,5.5224795867427883e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.006, 0.007)",1284,0.0022235021131629309,1.2335917670765388e-08
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.007, 0.008)",17140,0.031901744880364527,1.6425340150302037e-07
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.008, 0.009000000000000001)",496203,0.91639647215280862,4.7579261899865272e-06
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.009000000000000001, 0.01)",1118657,2.0664648685679339,1.0727712140456294e-05
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.01, 0.011)",33503,0.062130995071181638,3.2061473414400347e-07
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.011, 0.012)",961,0.0019150444273147433,9.410802572180977e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.012, 0.013000000000000001)",166,0.00029156624260603535,1.5530024592800114e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.013000000000000001, 0.014)",20,2.5522779002016624e-05,1.7536156936820228e-10
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.014, 0.015)",9,5.9562110426081348e-06,9.0207808765131384e-11
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.015, 0.016)",5,3.017108894376306e-06,3.1454939387920326e-11
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.016, 0.017)",1,3.6127493794757689e-06,1.3051958078902554e-11
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.017, 0.018000000000000002)",3,6.6515445965303622e-06,2.3284117075110702e-11
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.018000000000000002, 0.019)",1,1.2022259487061491e-06,1.4453472317424004e-12
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.0, 0.001)",5,-1.0249847006449939e-05,5.6828225969733509e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.001, 0.002)",12,1.2901669471711589e-05,1.2435831247511433e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.002, 0.003)",27,1.6627319106359906e-05,2.6988679796323173e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.003, 0.004)",36,2.8242730167804988e-05,3.5012413408184781e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.004, 0.005)",51,6.9354965276056054e-05,4.7566853108271536e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.005, 0.006)",69,7.5942301803098218e-05,6.6006117367730972e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.006, 0.007)",144,0.00015754759428221303,1.3939701945156357e-09
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.007, 0.008)",1453,0.0014669003872205266,1.3532559468784933e-08
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.008, 0.009000000000000001)",59013,0.057910333244893877,5.5936735067082472e-07
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.009000000000000001, 0.01)",143076,0.13727077656807368,1.3553642561435792e-06
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.01, 0.011)",4163,0.0041238208135646257,3.9141564605042279e-08
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.011, 0.012)",111,7.5531100984501596e-05,1.0461397595798489e-09
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.012, 0.013000000000000001)",31,2.9630531640377018e-05,3.1882301063819937e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.013000000000000001, 0.014)",7,6.4150971226457942e-06,6.1923810449391892e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.014, 0.015)",7,2.1267389098970734e-05,6.639141855044268e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.015, 0.016)",3,-1.8192012811349656e-06,2.4442431215656813e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.016, 0.017)",2,-1.479471782077032e-08,2.1035747570648795e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.017, 0.018000000000000002)",2,6.3702417753673675e-06,2.0295215587155573e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.018000000000000002, 0.019)",1,3.5460022681116929e-06,1.257413208545327e-11
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.0, 0.001)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.001, 0.002)",2,4.8706917490189484e-06,1.3129202479945934e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.002, 0.003)",2,-6.4156529416063347e-06,2.0913995515767424e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.003, 0.004)",4,6.8466022339355671e-06,4.405998476220757e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.004, 0.005)",2,-3.2834409212182129e-06,1.0780984283130307e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.005, 0.006)",6,1.2678874801158883e-05,6.5511308506920146e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.006, 0.007)",11,1.9478559763102717e-05,1.0034645097400442e-10
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.007, 0.008)",91,0.00010355238234763429,8.7179966680216939e-10
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.008, 0.009000000000000001)",4458,0.0029834597475708979,4.1810153617946323e-08
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.009000000000000001, 0.01)",11424,0.0078209374286976573,1.0611934953047444e-07
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.01, 0.011)",327,0.00026225322688756895,3.0314888610617696e-09
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.011, 0.012)",12,1.3984144415570238e-05,1.1288395554128139e-10
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.012, 0.013000000000000001)",4,-5.1117978415438341e-08,4.7462794245752181e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.013000000000000001, 0.014)",1,3.0551635550671037e-06,9.3340243482102638e-12
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.014, 0.015)",1,6.9633856786582886e-07,4.8488740109743359e-13
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.015, 0.016)",1,-3.6093990694658804e-06,1.3027761642661164e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.016, 0.017)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.0, 0.001)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.001, 0.002)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.002, 0.003)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.003, 0.004)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.004, 0.005)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.005, 0.006)",1,3.6127493794757689e-06,1.3051958078902554e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.006, 0.007)",2,-1.2902940155397075e-07,2.2409049585081026e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.007, 0.008)",5,2.8648708255976857e-06,5.0350239033292244e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.008, 0.009000000000000001)",350,0.00038439870684261719,3.2096689382341538e-09
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.009000000000000001, 0.01)",938,0.00093631276612741988,8.583055389007343e-09
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.01, 0.011)",25,1.2083243961301965e-05,2.371730840967771e-10
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.011, 0.012)",1,3.197162758410973e-06,1.0221849703770063e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.012, 0.013000000000000001)",4,1.0648945401622117e-05,3.2423140132056405e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.013000000000000001, 0.014)",3,5.7747302699750005e-06,1.7892956543897224e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.014, 0.015)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.015, 0.016)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.016, 0.017)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.017, 0.018000000000000002)",1,3.187235838642596e-06,1.0158472291127773e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.018000000000000002, 0.019)",1,3.1687181023763711e-06,1.004077441232771e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.019, 0.02)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.0, 0.001)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.001, 0.002)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.002, 0.003)",2,-3.4536921016296916e-06,1.1927989132859315e-11
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.003, 0.004)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.004, 0.005)",1,3.0958935846735647e-06,9.5845570876229349e-12
