dataset,photon_pt,photon_sieie,n,weight_nominal:sumw,weight_nominal:sumw2
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.007, 0.008)",254,0.011271513687233775,5.0777945411940971e-06
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.008, 0.009000000000000001)",6556,0.35069866346150974,0.00012812816289247984
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.009000000000000001, 0.01)",14686,0.76543705174626275,0.00028826714349735347
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.01, 0.011)",292,0.01438648867842942,5.7927622937664167e-06
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.011, 0.012)",3,0.00013964005381797429,7.33246434319529e-08
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.012, 0.013000000000000001)",3,0.0004775605616600103,7.6967758065656449e-08
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[250.0, 300.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.003, 0.004)",1,0.00015657225316141263,2.4514870460041487e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.004, 0.005)",1,-0.00016555267421057215,2.7407687938271841e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.006, 0.007)",1,0.00014944678347358561,2.2334341090600781e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.007, 0.008)",27,0.0012920113186733846,4.5241072157988085e-07
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.008, 0.009000000000000001)",669,0.018152901212484529,1.2564166926118966e-05
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.009000000000000001, 0.01)",1676,0.063970640918306815,3.1863737696281451e-05
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.01, 0.011)",33,0.0025514001309509182,7.0163439082204739e-07
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.011, 0.012)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.012, 0.013000000000000001)",1,0.00014040652668276081,1.9713992735116824e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.013000000000000001, 0.014)",2,0.00027646378658820832,3.8228884296621767e-08
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[300.0, 400.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.003, 0.004)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.004, 0.005)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.006, 0.007)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.007, 0.008)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.008, 0.009000000000000001)",6,0.00045317599597806814,1.0551787216836063e-07
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.009000000000000001, 0.01)",28,0.00053961043358009288,5.1325807813033952e-07
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.01, 0.011)",1,0.00012880072030740583,1.6589625551706583e-08
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.011, 0.012)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[400.0, 500.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.003, 0.004)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.004, 0.005)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.006, 0.007)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.007, 0.008)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.008, 0.009000000000000001)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.009000000000000001, 0.01)",1,9.9948356482183059e-05,9.9896739634895439e-09
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.01, 0.011)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.011, 0.012)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[500.0, 600.0)","[0.019, 0.02)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.0, 0.001)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.001, 0.002)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.002, 0.003)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.003, 0.004)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.004, 0.005)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.005, 0.006)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.006, 0.007)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.007, 0.008)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.008, 0.009000000000000001)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.009000000000000001, 0.01)",1,0.00015323184807161872,2.347999926344364e-08
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.01, 0.011)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.011, 0.012)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.014, 0.015)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.015, 0.016)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.016, 0.017)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-100To250,"[600.0, 1000.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.0, 0.001)",1,6.1431615938880766e-06,3.7738434368621496e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.001, 0.002)",3,-7.6289106895556427e-06,1.9516258750339679e-10
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.002, 0.003)",24,7.2371377089327647e-05,9.1592563751816563e-10
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.003, 0.004)",44,0.00015785707279592105,2.0280161505111718e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.004, 0.005)",72,0.00016147972972209131,3.2508748233090855e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.005, 0.006)",105,0.00017076216239983103,4.3997175258187014e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.006, 0.007)",206,0.00068232133195435837,9.2492508772023973e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.007, 0.008)",2657,0.0048834984831720683,1.2050891196483059e-07
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.008, 0.009000000000000001)",58554,0.090690126745766,2.625541782391213e-06
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.009000000000000001, 0.01)",123064,0.17236577813365661,5.5294614722122387e-06
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.01, 0.011)",2635,0.0046847850946198566,1.1908172475620687e-07
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.011, 0.012)",112,0.00036262746716978389,5.3248431194847987e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.012, 0.013000000000000001)",21,2.2438870666882471e-05,1.0318930315802499e-09
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.013000000000000001, 0.014)",3,8.1267020525818166e-06,6.1166599620306401e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.014, 0.015)",0,,
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.015, 0.016)",1,4.1237780473008228e-06,1.7005545383400186e-11
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.016, 0.017)",0,,
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.017, 0.018000000000000002)",1,-1.6376865129748297e-06,2.6820171147796571e-12
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-250To400,"[200.0, 250.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.0, 0.001)",29,0.00012420959235267474,1.276145327180052e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.001, 0.002)",40,0.00018674990251905851,1.9318053550922991e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.002, 0.003)",93,0.00026043219422269175,4.0338105133029435e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.003, 0.004)",115,0.0004879956467581502,4.9432747200939358e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.004, 0.005)",214,0.00086046376961185916,9.9815290237657494e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.005, 0.006)",306,0.0012682043251348312,1.414773502316116e-08
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.006, 0.007)",739,0.0030870110005845933,3.339353427584539e-08
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.007, 0.008)",10185,0.040833505078891205,4.6020587946907779e-07
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.008, 0.009000000000000001)",270780,1.0953333971213015,1.2293354180484233e-05
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.009000000000000001, 0.01)",612136,2.4954751018622803,2.7803941501136701e-05
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.01, 0.011)",11876,0.048390971900251545,5.3739889151719105e-07
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.011, 0.012)",336,0.0014091541662576996,1.5712258064911323e-08
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.012, 0.013000000000000001)",47,0.00017264919221065587,1.9755586144773462e-09
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.013000000000000001, 0.014)",8,1.7951789476304695e-05,3.1317956485037458e-10
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.014, 0.015)",5,4.5204848402071438e-06,2.0742595196427931e-10
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.015, 0.016)",7,3.5579296001719899e-05,2.6411977657351502e-10
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.016, 0.017)",0,,
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.017, 0.018000000000000002)",2,1.2255123651692967e-05,7.685772119337132e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.018000000000000002, 0.019)",1,7.8480894522009329e-06,6.1592508049747538e-11
G1Jet_Pt-250To400,"[250.0, 300.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.0, 0.001)",18,7.7139248512333428e-05,9.4191156659488606e-10
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.001, 0.002)",27,0.00013914032518737112,1.3204781309555776e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.002, 0.003)",64,0.00029797621470526662,2.6686377167721351e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.003, 0.004)",101,0.00043531511574363671,4.4750151704596476e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.004, 0.005)",157,0.00075171290339537996,6.7449265418891698e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.005, 0.006)",215,0.00086453636496395387,9.9679997731229533e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.006, 0.007)",405,0.0018120694983956144,1.8850363403682916e-08
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.007, 0.008)",5518,0.022356924834904993,2.5217342846644395e-07
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.008, 0.009000000000000001)",202388,0.84255558940732522,9.1312989589659809e-06
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.009000000000000001, 0.01)",493355,2.0684062421189542,2.2272772234074646e-05
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.01, 0.011)",8971,0.03767761493565551,4.057262981327166e-07
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.011, 0.012)",205,0.00092910866478720586,8.8710326018369805e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.012, 0.013000000000000001)",34,0.00013153829822748646,1.709983099840975e-09
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.013000000000000001, 0.014)",10,3.940971562056575e-06,2.8476496161634424e-10
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.014, 0.015)",2,1.0925056450748652e-05,5.9691003390078983e-11
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.015, 0.016)",3,2.039292050027891e-05,1.4587768469932718e-10
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.016, 0.017)",1,0,0
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.017, 0.018000000000000002)",1,-7.033174881450235e-06,4.9465548913062524e-11
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-250To400,"[300.0, 400.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.0, 0.001)",3,8.2705239695885294e-06,2.068135389547041e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.001, 0.002)",3,2.4107019242276709e-05,1.9385308210493817e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.002, 0.003)",5,8.666722433365515e-07,2.5440674712615545e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.003, 0.004)",11,6.7054233291052124e-05,5.0619001440013022e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.004, 0.005)",17,7.7719362189891108e-05,9.5014750092524877e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.005, 0.006)",24,7.9465060126320073e-05,1.1921771220686297e-09
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.006, 0.007)",29,5.875804985909701e-05,1.243421232692947e-09
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.007, 0.008)",341,0.00099707919442034863,1.4644238829164561e-08
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.008, 0.009000000000000001)",18055,0.045142563421831164,8.0142711389893707e-07
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.009000000000000001, 0.01)",47398,0.11657034234209913,2.1017483062293937e-06
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.01, 0.011)",838,0.0021758250291647897,3.6103484104480877e-08
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.011, 0.012)",19,7.7206936430142432e-06,9.6348964290434197e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.012, 0.013000000000000001)",4,1.6517524559208256e-05,1.0212461442977913e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.013000000000000001, 0.014)",5,1.835554530102933e-05,2.0762445705391259e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.014, 0.015)",2,1.4392583037738755e-05,1.0542070468712568e-10
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.015, 0.016)",0,,
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.016, 0.017)",0,,
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-250To400,"[400.0, 500.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.0, 0.001)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.001, 0.002)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.002, 0.003)",1,7.3495090202398855e-06,5.4015282838587441e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.003, 0.004)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.004, 0.005)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.005, 0.006)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.006, 0.007)",1,5.3408960697887901e-06,2.8525170828285345e-11
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.007, 0.008)",10,3.0708607466090306e-05,3.7918369042341548e-10
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.008, 0.009000000000000001)",800,0.0013792115690222013,3.5041286505108002e-08
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.009000000000000001, 0.01)",2281,0.0037634868939976345,9.6433956608020897e-08
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.01, 0.011)",39,2.6797549795921468e-05,1.7614408641813409e-09
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.011, 0.012)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.014, 0.015)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.015, 0.016)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.016, 0.017)",1,0,0
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-250To400,"[500.0, 600.0)","[0.019, 0.02)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.0, 0.001)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.001, 0.002)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.002, 0.003)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.003, 0.004)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.004, 0.005)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.005, 0.006)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.006, 0.007)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.007, 0.008)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.008, 0.009000000000000001)",49,6.6612556188867713e-05,1.8025127453502776e-09
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.009000000000000001, 0.01)",138,0.00034398506073458213,5.962517395061406e-09
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.01, 0.011)",1,3.8971446641764104e-06,1.5187736533518667e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.011, 0.012)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.012, 0.013000000000000001)",1,7.335553555980128e-06,5.3810345972652703e-11
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.014, 0.015)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.015, 0.016)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.016, 0.017)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-250To400,"[600.0, 1000.0)","[0.019, 0.02)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.0, 0.001)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.001, 0.002)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.002, 0.003)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.003, 0.004)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.004, 0.005)",1,-4.653002792718013e-07,2.1650434989041629e-13
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.005, 0.006)",4,1.7465947413959902e-07,2.3588875062536842e-12
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.006, 0.007)",3,-4.0383040876497794e-07,1.3741682266785358e-12
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.007, 0.008)",12,2.0457541931198807e-06,5.6287611645864849e-12
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.008, 0.009000000000000001)",425,9.809009351457824e-06,1.5629402908344384e-10
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.009000000000000001, 0.01)",1002,-3.0926094305510885e-05,3.7607608036500339e-10
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.01, 0.011)",23,4.7438830872725538e-06,7.1058866555468121e-12
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.011, 0.012)",6,1.7554760657662949e-06,2.2943337505641934e-12
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.012, 0.013000000000000001)",2,6.3845655252559226e-07,4.0762676946286435e-13
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.014, 0.015)",2,-9.5532597968808075e-08,4.7689576265069984e-13
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.015, 0.016)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.016, 0.017)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-400To650,"[200.0, 250.0)","[0.019, 0.02)",0,,
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.0, 0.001)",0,,
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.001, 0.002)",3,-7.3177579886140118e-07,1.6071228630137601e-12
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.002, 0.003)",3,7.6415111711684804e-07,1.598367546585421e-12
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.003, 0.004)",0,,
